0,1554396548,-107,3.25,63.397568,10.400948,21
0,1554396552,-104,7,63.397568,10.400948,21
0,1554396556,-102,2.25,63.397568,10.400948,21
0,1554396560,-108,6,63.397568,10.400948,21
0,1554396564,-101,-3.5,63.397568,10.400948,21
0,1554396568,-105,7,63.397568,10.400948,21
0,1554396573,-111,3.75,63.397568,10.400948,21
0,1554396599,-114,6,63.397568,10.400948,21
0,1554396603,-108,-1.5,63.397568,10.400948,21
0,1554396607,-105,7.75,63.397568,10.400948,21
0,1554396611,-105,5.5,63.397568,10.400948,21
0,1554396615,-98,0.5,63.397568,10.400948,21
0,1554396619,-109,3.5,63.397568,10.400948,21
0,1554396623,-105,0.25,63.397568,10.400948,21
0,1554396724,-114,4.75,63.397568,10.400948,21
0,1554396728,-110,1.25,63.397568,10.400948,21
0,1554396732,-111,5.75,63.397568,10.400948,21
0,1554396736,-102,0.5,63.397568,10.400948,21
0,1554396740,-108,7.5,63.397568,10.400948,21
0,1554396744,-105,7.5,63.397568,10.400948,21
0,1554396748,-104,-2.75,63.397568,10.400948,21
0,1554396794,-120,-1.5,63.397568,10.400948,21
0,1554396798,-112,1.75,63.397568,10.400948,21
0,1554396802,-109,-5.5,63.397568,10.400948,21
0,1554396806,-111,3.75,63.397568,10.400948,21
0,1554396810,-109,5.75,63.397568,10.400948,21
0,1554396814,-107,5.5,63.397568,10.400948,21
0,1554396818,-109,1.75,63.397568,10.400948,21
0,1554397194,-105,4.75,63.397568,10.400948,21
0,1554397593,-108,1.75,63.397568,10.400948,21
0,1554397597,-106,-3.75,63.397568,10.400948,21
0,1554397992,-112,-1,63.397568,10.400948,21
0,1554397996,-100,-9,63.397568,10.400948,21
0,1554398106,-120,-2.5,63.397568,10.400948,21
0,1554398123,-119,-1,63.397568,10.400948,21
0,1554398127,-107,-7,63.397568,10.400948,21
0,1554398135,-105,-7.5,63.397568,10.400948,21
0,1554398391,-112,-6.75,63.397568,10.400948,21
0,1554398395,-95,-13.25,63.397568,10.400948,21
0,1554398556,-113,5.5,63.397568,10.400948,21
0,1554398632,-112,3.25,63.397568,10.400948,21
0,1554398636,-107,6,63.397568,10.400948,21
0,1554398640,-92,1.75,63.397568,10.400948,21
0,1554398644,-106,2.75,63.397568,10.400948,21
0,1554398648,-108,4,63.397568,10.400948,21
0,1554398652,-105,6.25,63.397568,10.400948,21
0,1554398677,-101,-5,63.397568,10.400948,21
0,1554398681,-107,5.75,63.397568,10.400948,21
0,1554398685,-111,-0.75,63.397568,10.400948,21
0,1554398689,-100,4,63.397568,10.400948,21
0,1554398693,-114,4,63.397568,10.400948,21
0,1554398698,-107,1,63.397568,10.400948,21
0,1554398702,-115,4.25,63.397568,10.400948,21
0,1554399086,-109,3.5,63.397568,10.400948,21
0,1554399091,-105,2.5,63.397568,10.400948,21
0,1554399095,-111,5.75,63.397568,10.400948,21
0,1554399100,-105,7.25,63.397568,10.400948,21
0,1554399104,-104,4,63.397568,10.400948,21
0,1554399109,-103,5.5,63.397568,10.400948,21
0,1554400517,-111,-2.75,63.397568,10.400948,21
0,1554400521,-115,3.5,63.397568,10.400948,21
0,1554400552,-113,5,63.397568,10.400948,21
0,1554400589,-107,-11.75,63.397568,10.400948,21
0,1554400594,-113,3.25,63.397568,10.400948,21
0,1554400598,-114,6,63.397568,10.400948,21
0,1554400603,-111,-9,63.397568,10.400948,21
0,1554400607,-114,5,63.397568,10.400948,21
0,1554400612,-108,3.75,63.397568,10.400948,21
0,1554400756,-117,3.25,63.397568,10.400948,21
0,1554400760,-109,3,63.397568,10.400948,21
0,1554400764,-108,1.75,63.397568,10.400948,21
0,1554400769,-106,6,63.397568,10.400948,21
0,1554400774,-113,5,63.397568,10.400948,21
0,1554400778,-109,-2.75,63.397568,10.400948,21
0,1554400783,-105,7,63.397568,10.400948,21
