0,1542622078,-120,-9.75
0,1542622116,-120,-14.5
1,1542622798,-118,-14.75
1,1542622841,-120,-13
1,1542622915,-120,-10.25
2,1542623220,-121,-11.5
2,1542623284,-120,-8
2,1542623531,-120,-12.25
3,1542623727,-121,-11.75
0,1542625700,-120,-3.25
0,1542625747,-121,-12.5
0,1542625776,-119,-12.75
0,1542625803,-116,-1
0,1542626006,-120,-3.75
1,1542626088,-115,-11
1,1542626125,-108,-11.25
1,1542626161,-121,-13.75
1,1542626197,-119,-5.5
1,1542626267,-120,-13
1,1542626427,-120,-6.25
2,1542626519,-120,-7.5
2,1542626559,-120,-6
2,1542626750,-120,-11.25
3,1542626942,-120,-7
3,1542627148,-119,-8
4,1542627442,-119,-3.25
4,1542627484,-117,-2.5
4,1542627641,-120,-4
4,1542627701,-119,-5
5,1542627769,-120,-0.75
5,1542627803,-120,-2.25
5,1542627978,-119,-5.5
0,1542629143,-118,-5.75
0,1542629177,-120,-3.25
0,1542629205,-123,-13
0,1542629235,-119,-4
0,1542629386,-121,-9.25
0,1542629396,-121,-11
1,1542629515,-120,-8.25
1,1542629546,-118,-8.25
1,1542629628,-121,-6.5
1,1542629743,-120,-8.5
1,1542629782,-121,-8.5
1,1542629800,-118,-7.75
2,1542629880,-119,-11
2,1542629889,-118,-8.75
2,1542629955,-120,-10.5
2,1542629971,-118,-12.5
3,1542630056,-117,-12
3,1542630142,-120,-5.25
4,1542630418,-119,-7.75
0,1542633784,-103,6.25
0,1542633793,-86,6.5
0,1542633805,-91,7.75
0,1542633809,-89,6
0,1542633814,-93,7.5
0,1542633818,-93,6.75
0,1542633822,-95,7.25
0,1542633861,-90,8.5
1,1542633891,-94,6.75
1,1542633895,-107,7
1,1542633899,-88,10
1,1542633903,-101,7.25
1,1542633907,-85,8.5
1,1542633910,-95,8.5
1,1542633941,-101,9
1,1542633945,-90,9.75
2,1542634014,-95,5
2,1542634024,-89,11
2,1542634027,-85,8.25
2,1542634031,-89,9
2,1542634034,-95,8
2,1542634074,-88,8.5
2,1542634077,-88,12
2,1542634081,-89,8.25
3,1542634131,-89,10.75
3,1542634134,-91,10.25
3,1542634137,-95,8.25
3,1542634141,-90,7
3,1542634173,-97,7.5
3,1542634177,-91,9.5
3,1542634180,-93,8.25
3,1542634183,-95,9.5
4,1542634197,-93,11
4,1542634200,-93,10.75
4,1542634230,-93,11.25
4,1542634233,-95,6.75
4,1542634236,-95,9
4,1542634240,-96,9.5
4,1542634243,-95,10.75
5,1542634261,-99,5.25
5,1542634265,-89,6.75
5,1542634268,-96,8.5
5,1542634301,-93,7.5
5,1542634305,-93,9.5
5,1542634313,-95,8.25
5,1542634316,-94,8.5
5,1542634319,-93,8.5
0,1542635080,-113,3.25
0,1542635085,-120,-2.75
0,1542635093,-117,1
0,1542635098,-118,-1
0,1542635102,-119,-0.5
0,1542635176,-121,-4.25
1,1542635212,-116,-1.75
1,1542635216,-113,3.5
1,1542635220,-101,-4
1,1542635224,-114,6
1,1542635263,-114,-8.75
1,1542635267,-120,-7
2,1542635327,-107,-5.5
2,1542635331,-112,4.25
2,1542635338,-111,-8
2,1542635341,-108,-5.25
2,1542635345,-117,0
2,1542635348,-115,4
2,1542635379,-118,2.5
3,1542635395,-117,4.25
3,1542635398,-114,1
3,1542635402,-117,0.75
3,1542635405,-103,-10.75
3,1542635412,-115,3.25
3,1542635442,-120,-7.25
3,1542635445,-112,-13.25
4,1542635509,-119,-0.25
4,1542635513,-117,1.25
4,1542635516,-119,-3.5
4,1542635519,-115,1.5
4,1542635526,-115,2.25
4,1542635559,-118,0.25
5,1542635576,-115,4
5,1542635579,-113,-2.75
5,1542635582,-120,-0.5
5,1542635586,-115,2.75
5,1542635595,-119,-1
0,1542635990,-117,-2.75
0,1542635994,-109,5.5
0,1542635999,-109,6.25
0,1542636003,-107,4.5
0,1542636008,-109,-2
0,1542636012,-103,-5.25
0,1542636016,-108,5.75
0,1542636051,-111,3.5
1,1542636109,-114,-4.75
1,1542636113,-108,3
1,1542636121,-120,-0.25
1,1542636125,-115,6.5
1,1542636128,-109,5.25
1,1542636132,-115,5.5
1,1542636164,-103,6.5
2,1542636175,-99,8.75
2,1542636178,-105,8.25
2,1542636182,-108,6
2,1542636185,-119,-1.75
2,1542636189,-103,-6.5
2,1542636248,-107,7.75
2,1542636252,-113,5
3,1542636288,-102,0.25
3,1542636291,-115,5
3,1542636295,-115,-2
3,1542636298,-114,6
3,1542636303,-108,-1.5
3,1542636331,-111,6.25
3,1542636334,-105,-9
3,1542636338,-114,7
4,1542636347,-109,8.75
4,1542636351,-105,6
4,1542636354,-114,1.5
4,1542636357,-109,6.75
4,1542636385,-115,4.5
4,1542636391,-102,0.75
4,1542636395,-107,8.25
5,1542636411,-108,6.5
5,1542636414,-108,8
5,1542636417,-101,5.25
5,1542636421,-102,-3.25
5,1542636445,-109,6.5
5,1542636448,-111,5.75
5,1542636452,-101,1.25
5,1542636456,-111,6.5
